,日期,小时,温度(C°),湿度(%),降雨量(mm),大气压(hPa),风向,风向角度(°),风速(KM/H),云量(%)
CN101190801,2013/12/20,19,1,34,0,1033,北风,354,9,0
CN101190801,2013/12/20,20,0,35,0,1034,北风,357,9,0
CN101190801,2013/12/20,21,0,35,0,1034,西南风,239,9,0
CN101190801,2013/12/20,22,0,35,0,1034,东南风,120,9,0
CN101190801,2013/12/20,23,-1,35,0,1035,北风,1,9,5
CN101190801,2013/12/21,0,0,35,0,1035,北风,3,8,18
CN101190801,2013/12/21,1,0,35,0,1035,北风,5,8,43
CN101190801,2013/12/21,2,0,35,0,1035,北风,6,7,88
CN101190801,2013/12/21,3,0,35,0,1035,北风,5,7,97
CN101190801,2013/12/21,4,-1,34,0,1035,北风,4,7,92
CN101190801,2013/12/21,5,-1,34,0,1036,北风,3,7,95
CN101190801,2013/12/21,6,-1,34,0,1036,北风,8,7,96
CN101190801,2013/12/21,7,-1,34,0,1036,东北风,13,7,96
CN101190801,2013/12/21,8,0,34,0,1036,东北风,17,8,98
CN101190801,2013/12/21,9,1,32,0,1036,东北风,25,7,95
CN101190801,2013/12/21,10,2,30,0,1036,东北风,33,7,95
CN101190801,2013/12/21,11,3,28,0,1037,东北风,41,7,96
CN101190801,2013/12/21,12,3,28,0,1036,东北风,39,6,93
CN101190801,2013/12/21,13,4,28,0,1035,东北风,38,5,88
CN101190801,2013/12/21,14,4,29,0,1035,东北风,36,5,92
CN101190801,2013/12/21,15,3,34,0,1034,东北风,34,4,92
CN101190801,2013/12/21,16,2,38,0,1034,东北风,32,4,91
CN101190801,2013/12/21,17,1,43,0,1034,东北风,30,4,94
CN101190801,2013/12/21,18,1,44,0,1034,东北风,42,4,97
CN101190801,2013/12/21,19,0,45,0,1034,东北风,54,4,99
CN101190801,2013/12/21,20,0,45,0,1035,东北风,66,4,98
CN101190801,2013/12/21,21,0,45,0,1035,东风,86,4,97
CN101190801,2013/12/21,22,0,45,0,1035,东南风,105,4,94
CN101190801,2013/12/21,23,0,46,0,1035,东南风,124,4,97
CN101190801,2013/12/22,0,0,47,0,1034,东南风,125,4,86
CN101190801,2013/12/22,1,-1,49,0,1034,东南风,127,5,55
CN101190801,2013/12/22,2,-1,51,0,1034,东南风,129,5,55
CN101190801,2013/12/22,3,-1,51,0,1034,东南风,125,5,55
CN101190801,2013/12/22,4,-1,52,0,1034,东南风,121,4,66
CN101190801,2013/12/22,5,-1,53,0,1034,东南风,117,4,57
CN101190801,2013/12/22,6,-1,53,0,1034,东南风,117,4,13
CN101190801,2013/12/22,7,0,53,0,1034,东南风,118,4,0
CN101190801,2013/12/22,8,0,53,0,1033,东南风,118,4,0
CN101190801,2013/12/22,9,1,49,0,1034,东南风,119,4,0
CN101190801,2013/12/22,10,2,46,0,1034,东南风,119,4,0
CN101190801,2013/12/22,11,4,42,0,1034,东南风,120,4,0
CN101190801,2013/12/22,12,4,41,0,1033,东南风,111,3,0
CN101190801,2013/12/22,13,5,39,0,1032,东南风,101,3,0
CN101190801,2013/12/22,14,6,38,0,1031,东风,92,3,0
CN101190801,2013/12/22,15,6,43,0,1031,东风,92,3,0
CN101190801,2013/12/22,16,6,47,0,1031,东风,93,3,0
CN101190801,2013/12/22,17,6,52,0,1031,东风,93,3,0
CN101190801,2013/12/22,18,5,52,0,1031,东风,94,4,0
CN101190801,2013/12/22,19,4,52,0,1031,东风,94,5,54
CN101190801,2013/12/22,20,4,52,0,1031,东风,94,6,14
CN101190801,2013/12/22,21,4,53,0,1031,东风,99,5,0
CN101190801,2013/12/22,22,3,54,0,1031,东南风,105,4,0
CN101190801,2013/12/22,23,3,55,0,1032,东南风,110,3,0
CN101190801,2013/12/23,0,3,58,0,1032,东南风,168,3,0
CN101190801,2013/12/23,1,2,60,0,1032,西南风,226,2,0
CN101190801,2013/12/23,2,1,63,0,1032,西北风,284,1,0
CN101190801,2013/12/23,3,1,62,0,1032,西南风,195,2,0
CN101190801,2013/12/23,4,2,62,0,1032,东南风,107,3,0
CN101190801,2013/12/23,5,2,62,0,1032,东北风,18,4,0
CN101190801,2013/12/23,6,2,60,0,1032,东北风,35,4,0
CN101190801,2013/12/23,7,2,59,0,1032,东北风,53,4,0
CN101190801,2013/12/23,8,3,57,0,1032,东北风,70,4,0
CN101190801,2013/12/23,9,4,51,0,1032,东风,81,3,0
CN101190801,2013/12/23,10,5,45,0,1033,东风,93,2,0
CN101190801,2013/12/23,11,7,39,0,1033,东南风,104,1,0
CN101190801,2013/12/23,12,7,37,0,1032,东南风,167,2,0
CN101190801,2013/12/23,13,8,36,0,1032,西南风,230,3,0
CN101190801,2013/12/23,14,9,34,0,1031,西北风,292,4,0
CN101190801,2013/12/23,15,8,38,0,1031,西北风,311,4,0
CN101190801,2013/12/23,16,7,42,0,1032,西北风,330,5,0
CN101190801,2013/12/23,17,6,46,0,1032,西北风,349,5,0
CN101190801,2013/12/23,18,6,47,0,1032,西南风,239,5,0
CN101190801,2013/12/23,19,5,47,0,1032,东南风,128,6,0
CN101190801,2013/12/23,20,4,47,0,1033,东北风,18,6,0
CN101190801,2013/12/23,21,4,48,0,1033,东北风,20,5,0
CN101190801,2013/12/23,22,4,48,0,1033,东北风,21,5,0
CN101190801,2013/12/23,23,4,49,0,1034,东北风,23,4,0
CN101190801,2013/12/24,0,4,49,0,1034,东南风,134,4,0
CN101190801,2013/12/24,1,3,48,0,1034,西南风,244,5,0
CN101190801,2013/12/24,2,3,48,0,1034,北风,355,5,0
CN101190801,2013/12/24,3,3,48,0,1034,西南风,240,5,0
CN101190801,2013/12/24,4,3,48,0,1034,东南风,124,5,0
CN101190801,2013/12/24,5,2,48,0,1035,北风,9,5,0
CN101190801,2013/12/24,6,3,47,0,1035,北风,7,5,0
CN101190801,2013/12/24,7,3,46,0,1035,北风,5,5,1
CN101190801,2013/12/24,8,4,44,0,1035,北风,4,5,12
CN101190801,2013/12/24,9,5,40,0,1035,北风,3,5,54
CN101190801,2013/12/24,10,6,36,0,1035,北风,3,5,75
CN101190801,2013/12/24,11,7,32,0,1035,北风,3,5,100
CN101190801,2013/12/24,12,7,31,0,1034,东南风,116,5,100
CN101190801,2013/12/24,13,6,30,0,1033,西南风,230,5,99
CN101190801,2013/12/24,14,6,29,0,1032,西北风,343,5,98
CN101190801,2013/12/24,15,5,34,0,1032,西南风,232,4,98
CN101190801,2013/12/24,16,4,39,0,1032,东南风,121,3,100
CN101190801,2013/12/24,17,3,44,0,1033,北风,10,3,100
CN101190801,2013/12/24,18,3,44,0,1032,东北风,32,3,100
CN101190801,2013/12/24,19,2,44,0,1032,东北风,53,4,99
CN101190801,2013/12/24,20,2,44,0,1032,东北风,74,4,99
CN101190801,2013/12/24,21,1,44,0,1032,东风,94,4,100
CN101190801,2013/12/24,22,1,44,0,1032,东南风,114,3,98
CN101190801,2013/12/24,23,1,44,0,1032,东南风,135,3,86
CN101190801,2013/12/25,0,1,45,0,1032,东南风,157,4,86
CN101190801,2013/12/25,1,2,45,0,1031,南风,180,5,84
CN101190801,2013/12/25,2,2,45,0,1031,西南风,203,5,64
CN101190801,2013/12/25,3,1,46,0,1031,西南风,192,6,6
CN101190801,2013/12/25,4,1,46,0,1031,南风,182,6,0
CN101190801,2013/12/25,5,0,47,0,1030,南风,171,6,0
CN101190801,2013/12/25,6,1,46,0,1030,南风,175,6,1
CN101190801,2013/12/25,7,2,46,0,1030,南风,178,6,89
CN101190801,2013/12/25,8,2,45,0,1029,南风,182,5,99
CN101190801,2013/12/25,9,4,41,0,1029,西南风,194,6,96
CN101190801,2013/12/25,10,6,38,0,1029,西南风,205,6,95
CN101190801,2013/12/25,11,8,34,0,1029,西南风,217,6,81
CN101190801,2013/12/25,12,8,33,0,1028,西南风,221,6,67
CN101190801,2013/12/25,13,8,32,0,1027,西南风,225,6,92
CN101190801,2013/12/25,14,9,31,0,1026,西南风,229,6,100
CN101190801,2013/12/25,15,8,35,0,1026,西南风,227,5,100
CN101190801,2013/12/25,16,6,40,0,1027,西南风,225,4,99
CN101190801,2013/12/25,17,5,45,0,1027,西南风,223,3,99
CN101190801,2013/12/25,18,5,44,0,1027,西南风,238,4,97
CN101190801,2013/12/25,19,5,42,0,1027,西南风,252,5,93
CN101190801,2013/12/25,20,4,41,0,1027,西风,267,5,26
CN101190801,2013/12/25,21,4,42,0,1027,西风,277,7,1
CN101190801,2013/12/25,22,4,42,0,1027,西北风,287,9,0
CN101190801,2013/12/25,23,4,43,0,1027,西北风,296,10,0
CN101190801,2013/12/26,0,3,47,0,1028,西北风,301,11,9
CN101190801,2013/12/26,1,3,51,0,1028,西北风,305,12,94
CN101190801,2013/12/26,2,2,55,0,1028,西北风,309,13,87
CN101190801,2013/12/26,3,0,57,0,1028,西北风,321,15,92
CN101190801,2013/12/26,4,-1,59,0,1029,西北风,334,16,98
CN101190801,2013/12/26,5,-3,60,0,1029,西北风,346,18,97
CN101190801,2013/12/26,6,-2,58,0,1030,北风,350,19,100
CN101190801,2013/12/26,7,-2,56,0,1031,北风,353,20,100
CN101190801,2013/12/26,8,-2,53,0,1032,北风,357,21,98
CN101190801,2013/12/26,9,-1,44,0,1033,北风,356,23,93
CN101190801,2013/12/26,10,0,34,0,1033,北风,355,25,94
CN101190801,2013/12/26,11,1,24,0,1034,北风,354,28,90
CN101190801,2013/12/26,12,1,23,0,1034,北风,351,28,5
CN101190801,2013/12/26,13,2,22,0,1033,西北风,347,28,0
CN101190801,2013/12/26,14,3,21,0,1033,西北风,344,28,0
CN101190801,2013/12/26,15,2,22,0,1033,西北风,345,25,0
CN101190801,2013/12/26,16,2,23,0,1034,西北风,345,23,0
CN101190801,2013/12/26,17,2,25,0,1034,西北风,346,20,0
CN101190801,2013/12/26,18,1,26,0,1034,西北风,346,18,0
CN101190801,2013/12/26,19,1,28,0,1034,西北风,347,17,0
CN101190801,2013/12/26,20,1,29,0,1035,西北风,347,15,0
CN101190801,2013/12/26,21,1,29,0,1035,西北风,347,14,0
CN101190801,2013/12/26,22,1,28,0,1035,西北风,346,12,0
CN101190801,2013/12/26,23,1,28,0,1036,西北风,346,11,0
CN101190801,2013/12/27,0,0,27,0,1035,西北风,338,11,0
CN101190801,2013/12/27,1,0,27,0,1035,西北风,331,11,0
CN101190801,2013/12/27,2,-1,26,0,1035,西北风,324,11,0
CN101190801,2013/12/27,3,-1,26,0,1035,西北风,325,11,0
CN101190801,2013/12/27,4,-1,26,0,1034,西北风,327,10,1
CN101190801,2013/12/27,5,-1,26,0,1034,西北风,328,9,10
CN101190801,2013/12/27,6,-1,25,0,1034,西北风,321,9,2
CN101190801,2013/12/27,7,-1,25,0,1034,西北风,314,8,0
CN101190801,2013/12/27,8,-1,24,0,1034,西北风,307,7,0
CN101190801,2013/12/27,9,0,22,0,1034,西北风,301,8,0
CN101190801,2013/12/27,10,1,19,0,1034,西北风,295,8,1
CN101190801,2013/12/27,11,2,16,0,1035,西北风,289,9,0
CN101190801,2013/12/27,12,3,16,0,1033,西北风,283,9,0
CN101190801,2013/12/27,13,4,15,0,1032,西风,278,9,0
CN101190801,2013/12/27,14,5,14,0,1031,西风,273,9,0
CN101190801,2013/12/27,15,4,17,0,1030,西风,262,9,0
CN101190801,2013/12/27,16,3,19,0,1030,西南风,252,8,0
CN101190801,2013/12/27,17,3,22,0,1030,西南风,241,8,0
CN101190801,2013/12/27,18,2,22,0,1029,西南风,238,8,0
CN101190801,2013/12/27,19,2,22,0,1029,西南风,234,9,0
CN101190801,2013/12/27,20,1,23,0,1029,西南风,231,9,0
CN101190801,2013/12/27,21,1,23,0,1029,西南风,233,10,0
CN101190801,2013/12/27,22,0,24,0,1029,西南风,235,10,0
CN101190801,2013/12/27,23,0,25,0,1029,西南风,237,10,0
CN101190801,2013/12/28,0,0,27,0,1028,西南风,238,10,0
CN101190801,2013/12/28,1,0,30,0,1028,西南风,239,11,2
CN101190801,2013/12/28,2,-1,33,0,1028,西南风,240,11,0
CN101190801,2013/12/28,3,-1,33,0,1028,西南风,247,10,0
CN101190801,2013/12/28,4,-1,34,0,1027,西南风,255,9,0
CN101190801,2013/12/28,5,-1,34,0,1027,西风,262,8,0
CN101190801,2013/12/28,6,-1,34,0,1027,西风,274,8,0
CN101190801,2013/12/28,7,-1,34,0,1028,西北风,287,7,0
CN101190801,2013/12/28,8,-1,34,0,1028,西北风,299,7,3
CN101190801,2013/12/28,9,1,31,0,1029,西北风,301,7,0
CN101190801,2013/12/28,10,2,28,0,1029,西北风,302,7,47
CN101190801,2013/12/28,11,3,25,0,1030,西北风,303,8,0
CN101190801,2013/12/28,12,4,23,0,1029,西北风,305,9,0
CN101190801,2013/12/28,13,4,22,0,1028,西北风,307,11,46
CN101190801,2013/12/28,14,5,20,0,1027,西北风,309,13,46
CN101190801,2013/12/28,15,4,23,0,1028,西北风,314,12,0
CN101190801,2013/12/28,16,3,25,0,1028,西北风,319,12,0
CN101190801,2013/12/28,17,2,28,0,1028,西北风,324,12,0
CN101190801,2013/12/28,18,2,28,0,1028,西北风,327,11,0
CN101190801,2013/12/28,19,1,29,0,1029,西北风,330,11,0
CN101190801,2013/12/28,20,1,29,0,1029,西北风,333,10,0
CN101190801,2013/12/28,21,1,29,0,1029,西北风,328,9,0
CN101190801,2013/12/28,22,1,30,0,1029,西北风,323,8,0
CN101190801,2013/12/28,23,1,30,0,1030,西北风,318,7,0
CN101190801,2013/12/29,0,1,31,0,1029,西北风,308,7,0
CN101190801,2013/12/29,1,1,32,0,1029,西北风,297,7,0
CN101190801,2013/12/29,2,1,34,0,1028,西北风,287,8,0
CN101190801,2013/12/29,3,1,33,0,1028,西风,272,7,0
CN101190801,2013/12/29,4,0,32,0,1028,西南风,258,7,0
CN101190801,2013/12/29,5,0,31,0,1028,西南风,243,7,0
CN101190801,2013/12/29,6,0,31,0,1027,西南风,236,8,1
CN101190801,2013/12/29,7,0,31,0,1027,西南风,229,9,4
CN101190801,2013/12/29,8,0,32,0,1027,西南风,222,10,35
CN101190801,2013/12/29,9,1,29,0,1027,西南风,222,12,92
CN101190801,2013/12/29,10,3,26,0,1028,西南风,222,14,82
CN101190801,2013/12/29,11,4,24,0,1028,西南风,222,16,86
CN101190801,2013/12/29,12,5,22,0,1027,西南风,228,17,76
CN101190801,2013/12/29,13,6,20,0,1025,西南风,233,18,76
CN101190801,2013/12/29,14,7,18,0,1024,西南风,239,20,86
CN101190801,2013/12/29,15,5,21,0,1024,西南风,239,18,87
CN101190801,2013/12/29,16,4,23,0,1024,西南风,239,15,3
CN101190801,2013/12/29,17,3,26,0,1024,西南风,239,13,0
CN101190801,2013/12/29,18,2,27,0,1024,西南风,239,13,0
CN101190801,2013/12/29,19,1,29,0,1024,西南风,239,13,0
CN101190801,2013/12/29,20,1,30,0,1024,西南风,238,13,0
CN101190801,2013/12/29,21,0,33,0,1024,西南风,237,13,0
CN101190801,2013/12/29,22,0,36,0,1024,西南风,237,13,0
CN101190801,2013/12/29,23,0,39,0,1024,西南风,236,13,0
CN101190801,2013/12/30,0,0,39,0,1023,西南风,238,14,0
CN101190801,2013/12/30,1,0,39,0,1023,西南风,241,15,0
CN101190801,2013/12/30,2,0,39,0,1022,西南风,243,15,0
CN101190801,2013/12/30,3,0,38,0,1022,西南风,246,15,0
CN101190801,2013/12/30,4,-1,37,0,1022,西南风,249,15,0
CN101190801,2013/12/30,5,-1,37,0,1022,西南风,252,15,0
CN101190801,2013/12/30,6,-1,35,0,1022,西南风,256,15,0
CN101190801,2013/12/30,7,-1,33,0,1022,西风,260,15,0
CN101190801,2013/12/30,8,0,31,0,1022,西风,264,14,0
CN101190801,2013/12/30,9,1,28,0,1022,西风,266,16,0
CN101190801,2013/12/30,10,3,24,0,1022,西风,268,17,0
CN101190801,2013/12/30,11,5,21,0,1023,西风,271,18,0
CN101190801,2013/12/30,12,6,20,0,1022,西风,271,18,0
CN101190801,2013/12/30,13,7,20,0,1021,西风,272,19,0
CN101190801,2013/12/30,14,8,20,0,1021,西风,273,19,0
CN101190801,2013/12/30,15,7,22,0,1021,西风,269,18,0
CN101190801,2013/12/30,16,6,25,0,1021,西风,266,17,0
CN101190801,2013/12/30,17,6,28,0,1021,西风,263,15,0
CN101190801,2013/12/30,18,5,29,0,1022,西风,265,15,0
CN101190801,2013/12/30,19,4,30,0,1022,西风,268,14,0
CN101190801,2013/12/30,20,3,32,0,1022,西风,271,14,0
CN101190801,2013/12/30,21,3,33,0,1022,西风,268,14,0
CN101190801,2013/12/30,22,2,33,0,1022,西风,265,14,0
CN101190801,2013/12/30,23,2,34,0,1022,西风,262,14,0
CN101190801,2013/12/31,0,2,36,0,1022,西风,262,15,0
CN101190801,2013/12/31,1,2,37,0,1021,西风,262,16,0
CN101190801,2013/12/31,2,1,39,0,1021,西风,262,17,0
CN101190801,2013/12/31,3,1,39,0,1020,西南风,259,18,0
CN101190801,2013/12/31,4,1,38,0,1020,西南风,256,18,0
CN101190801,2013/12/31,5,1,38,0,1019,西南风,253,19,0
CN101190801,2013/12/31,6,1,38,0,1019,西南风,252,20,0
CN101190801,2013/12/31,7,2,39,0,1019,西南风,251,21,0
CN101190801,2013/12/31,8,2,39,0,1019,西南风,250,22,0
CN101190801,2013/12/31,9,4,33,0,1019,西南风,256,26,0
CN101190801,2013/12/31,10,7,27,0,1018,西风,261,29,0
CN101190801,2013/12/31,11,9,22,0,1018,西风,267,32,0
CN101190801,2013/12/31,12,10,20,0,1018,西风,275,33,0
CN101190801,2013/12/31,13,11,18,0,1017,西北风,283,33,0
CN101190801,2013/12/31,14,12,16,0,1017,西北风,291,33,0
CN101190801,2013/12/31,15,11,19,0,1017,西北风,294,27,0
CN101190801,2013/12/31,16,10,22,0,1018,西北风,297,22,0
CN101190801,2013/12/31,17,8,25,0,1018,西北风,300,16,0
CN101190801,2013/12/31,18,8,26,0,1019,西北风,296,14,0
CN101190801,2013/12/31,19,7,28,0,1020,西北风,293,13,0
CN101190801,2013/12/31,20,7,29,0,1020,西北风,289,11,0
CN101190801,2013/12/31,21,6,30,0,1020,西北风,286,10,0
CN101190801,2013/12/31,22,6,31,0,1021,西北风,283,10,0
CN101190801,2013/12/31,23,5,33,0,1021,西风,280,9,0
CN101190801,2014/1/1,0,5,34,0,1020,西风,276,10,0
CN101190801,2014/1/1,1,5,36,0,1019,西风,273,10,0
CN101190801,2014/1/1,2,5,38,0,1019,西风,270,11,0
CN101190801,2014/1/1,3,5,39,0,1019,西风,265,11,0
CN101190801,2014/1/1,4,4,40,0,1019,西风,261,11,0
CN101190801,2014/1/1,5,4,41,0,1019,西南风,257,10,0
CN101190801,2014/1/1,6,4,41,0,1019,西南风,253,11,0
CN101190801,2014/1/1,7,4,41,0,1019,西南风,250,11,0
CN101190801,2014/1/1,8,4,42,0,1019,西南风,247,12,0
CN101190801,2014/1/1,9,6,37,0,1019,西南风,249,13,0
CN101190801,2014/1/1,10,7,33,0,1019,西南风,251,15,0
CN101190801,2014/1/1,11,9,29,0,1019,西南风,252,17,3
CN101190801,2014/1/1,12,10,26,0,1019,西南风,257,17,23
CN101190801,2014/1/1,13,12,24,0,1018,西风,262,17,65
CN101190801,2014/1/1,14,13,21,0,1017,西风,267,17,96
CN101190801,2014/1/1,15,12,24,0,1017,西风,269,14,96
CN101190801,2014/1/1,16,11,26,0,1018,西风,271,11,78
CN101190801,2014/1/1,17,9,29,0,1018,西风,273,9,93
CN101190801,2014/1/1,18,9,30,0,1018,西北风,282,7,94
CN101190801,2014/1/1,19,9,31,0,1019,西北风,291,6,90
CN101190801,2014/1/1,20,8,33,0,1019,西北风,300,5,78
CN101190801,2014/1/1,21,7,33,0,1019,西南风,211,5,51
CN101190801,2014/1/1,22,7,34,0,1020,东南风,121,4,29
CN101190801,2014/1/1,23,6,35,0,1020,东北风,31,4,0
CN101190801,2014/1/2,0,6,33,0,1020,东北风,58,5,2
CN101190801,2014/1/2,1,5,32,0,1019,东风,84,6,2
CN101190801,2014/1/2,2,5,30,0,1019,东南风,110,7,5
CN101190801,2014/1/2,3,5,30,0,1019,东南风,112,8,3
CN101190801,2014/1/2,4,5,29,0,1019,东南风,113,9,10
CN101190801,2014/1/2,5,5,28,0,1019,东南风,115,9,32
CN101190801,2014/1/2,6,5,29,0,1019,东南风,115,9,64
CN101190801,2014/1/2,7,5,30,0,1019,东南风,116,9,57
CN101190801,2014/1/2,8,6,31,0,1019,东南风,117,9,45
CN101190801,2014/1/2,9,7,29,0,1019,东南风,114,9,78
CN101190801,2014/1/2,10,9,27,0,1020,东南风,111,9,94
CN101190801,2014/1/2,11,10,25,0,1020,东南风,108,9,93
CN101190801,2014/1/2,12,12,25,0,1019,东南风,109,8,100
CN101190801,2014/1/2,13,13,25,0,1018,东南风,110,8,98
CN101190801,2014/1/2,14,14,24,0,1017,东南风,111,7,97
CN101190801,2014/1/2,15,13,27,0,1017,东南风,111,7,97
CN101190801,2014/1/2,16,12,30,0,1017,东南风,110,8,96
CN101190801,2014/1/2,17,12,33,0,1017,东南风,110,8,96
CN101190801,2014/1/2,18,10,36,0,1018,东南风,121,7,92
CN101190801,2014/1/2,19,9,39,0,1018,东南风,132,5,88
CN101190801,2014/1/2,20,8,42,0,1018,东南风,142,4,46
CN101190801,2014/1/2,21,8,42,0,1018,东南风,159,4,91
CN101190801,2014/1/2,22,8,43,0,1018,南风,175,4,97
CN101190801,2014/1/2,23,8,43,0,1018,西南风,191,5,93
CN101190801,2014/1/3,0,7,44,0,1018,西南风,216,5,48
CN101190801,2014/1/3,1,7,45,0,1018,西南风,241,6,10
CN101190801,2014/1/3,2,6,46,0,1017,西风,266,6,2
CN101190801,2014/1/3,3,6,48,0,1017,西风,269,7,1
CN101190801,2014/1/3,4,5,50,0,1017,西风,272,7,0
CN101190801,2014/1/3,5,5,52,0,1017,西风,275,8,0
CN101190801,2014/1/3,6,5,51,0,1017,西风,281,8,0
CN101190801,2014/1/3,7,5,50,0,1017,西北风,287,9,0
CN101190801,2014/1/3,8,5,49,0,1018,西北风,293,10,0
CN101190801,2014/1/3,9,7,45,0,1018,西北风,300,10,0
CN101190801,2014/1/3,10,10,40,0,1018,西北风,307,10,0
CN101190801,2014/1/3,11,12,36,0,1019,西北风,314,9,0
CN101190801,2014/1/3,12,12,34,0,1018,西北风,318,11,0
CN101190801,2014/1/3,13,13,32,0,1018,西北风,322,12,0
CN101190801,2014/1/3,14,14,30,0,1018,西北风,326,14,0
CN101190801,2014/1/3,15,13,32,0,1018,西北风,326,14,0
CN101190801,2014/1/3,16,12,34,0,1019,西北风,326,14,0
CN101190801,2014/1/3,17,11,37,0,1020,西北风,326,14,0
CN101190801,2014/1/3,18,10,38,0,1020,西北风,334,13,0
CN101190801,2014/1/3,19,9,40,0,1021,西北风,342,13,0
CN101190801,2014/1/3,20,8,42,0,1022,北风,350,13,0
CN101190801,2014/1/3,21,7,48,0,1022,西南风,248,13,0
CN101190801,2014/1/3,22,6,54,0,1023,东南风,146,13,0
CN101190801,2014/1/3,23,5,60,0,1024,东北风,43,14,0
CN101190801,2014/1/4,0,5,62,0,1024,东北风,49,13,0
CN101190801,2014/1/4,1,5,64,0,1024,东北风,54,12,1
CN101190801,2014/1/4,2,5,66,0,1024,东北风,59,11,1
CN101190801,2014/1/4,3,4,66,0,1024,东北风,62,10,2
CN101190801,2014/1/4,4,4,66,0,1025,东北风,65,9,1
CN101190801,2014/1/4,5,3,66,0,1025,东北风,68,9,1
CN101190801,2014/1/4,6,3,65,0,1025,东北风,74,8,9
CN101190801,2014/1/4,7,3,64,0,1025,东风,80,8,12
CN101190801,2014/1/4,8,3,63,0,1026,东风,86,8,5
CN101190801,2014/1/4,9,4,60,0,1026,东风,98,8,1
CN101190801,2014/1/4,10,6,56,0,1026,东南风,109,8,1
CN101190801,2014/1/4,11,7,53,0,1026,东南风,121,8,1
CN101190801,2014/1/4,12,8,53,0,1025,东南风,138,8,0
CN101190801,2014/1/4,13,10,53,0,1024,东南风,156,8,0
CN101190801,2014/1/4,14,12,53,0,1023,南风,174,8,0
CN101190801,2014/1/4,15,10,55,0,1023,南风,174,8,0
CN101190801,2014/1/4,16,9,57,0,1023,南风,175,8,0
CN101190801,2014/1/4,17,8,59,0,1022,南风,176,8,0
CN101190801,2014/1/4,18,8,60,0,1022,南风,177,8,0
CN101190801,2014/1/4,19,8,62,0,1022,南风,177,9,0
CN101190801,2014/1/4,20,8,64,0,1022,南风,178,9,0
CN101190801,2014/1/4,21,7,63,0,1022,南风,179,9,0
CN101190801,2014/1/4,22,7,63,0,1022,南风,181,9,0
CN101190801,2014/1/4,23,6,63,0,1022,南风,183,9,0
CN101190801,2014/1/5,0,5,69,0,1022,南风,181,10,0
CN101190801,2014/1/5,1,5,75,0,1022,南风,180,11,0
CN101190801,2014/1/5,2,4,82,0,1022,南风,178,12,0
CN101190801,2014/1/5,3,4,82,0,1022,南风,179,11,0
CN101190801,2014/1/5,4,4,82,0,1022,南风,180,10,1
CN101190801,2014/1/5,5,4,83,0,1022,南风,180,10,43
CN101190801,2014/1/5,6,4,81,0,1022,南风,182,9,97
CN101190801,2014/1/5,7,4,79,0,1022,南风,184,8,100
CN101190801,2014/1/5,8,4,77,0,1023,南风,186,6,100
CN101190801,2014/1/5,9,6,68,0,1023,南风,183,6,100
CN101190801,2014/1/5,10,8,60,0,1023,南风,180,5,100
CN101190801,2014/1/5,11,10,51,0,1023,南风,177,4,100
CN101190801,2014/1/5,12,10,48,0,1023,东南风,141,4,100
CN101190801,2014/1/5,13,10,44,0,1022,东南风,105,3,100
CN101190801,2014/1/5,14,10,41,0,1022,东北风,70,2,100
CN101190801,2014/1/5,15,10,44,0,1022,东北风,66,4,100
CN101190801,2014/1/5,16,9,47,0,1022,东北风,61,7,100
CN101190801,2014/1/5,17,8,49,0,1022,东北风,57,9,100
CN101190801,2014/1/5,18,7,54,0,1023,东北风,65,10,100
CN101190801,2014/1/5,19,7,58,0,1023,东北风,73,11,100
CN101190801,2014/1/5,20,6,62,0,1023,东风,80,13,100
CN101190801,2014/1/5,21,6,65,0,1023,东风,82,13,100
CN101190801,2014/1/5,22,5,68,0,1023,东风,85,14,100
CN101190801,2014/1/5,23,5,70,0,1024,东风,87,15,98
CN101190801,2014/1/6,0,5,72,0,1024,东风,86,15,89
CN101190801,2014/1/6,1,4,73,0,1024,东风,85,15,96
CN101190801,2014/1/6,2,4,74,0,1024,东风,85,15,92
CN101190801,2014/1/6,3,3,75,0,1024,东风,87,15,91
CN101190801,2014/1/6,4,3,77,0,1024,东风,89,16,94
CN101190801,2014/1/6,5,2,78,0,1024,东风,92,17,91
CN101190801,2014/1/6,6,2,79,0,1024,东风,92,16,83
CN101190801,2014/1/6,7,2,80,0,1024,东风,93,16,84
CN101190801,2014/1/6,8,3,81,0,1024,东风,93,16,81
CN101190801,2014/1/6,9,4,73,0,1024,东风,97,17,86
CN101190801,2014/1/6,10,6,66,0,1024,东风,100,18,90
CN101190801,2014/1/6,11,8,58,0,1024,东南风,104,19,94
CN101190801,2014/1/6,12,9,53,0,1024,东南风,104,19,95
CN101190801,2014/1/6,13,10,48,0,1023,东南风,104,19,98
CN101190801,2014/1/6,14,11,44,0,1022,东南风,104,18,99
CN101190801,2014/1/6,15,10,45,0,1022,东南风,102,18,100
